"sku","attribute_set_code","store_view_code","product_type","name","description"
"WH04-XL-Orange","Top","luma_de","simple","Kapuzenpullover Miko -XL-Orange","<p>Ziehen Sie nach einem schweißtreibenden Workout im Fitnessstudio den Kapuzenpullover Miko über und halten Sie Ihren Körper warm. Mit seinem modischen und bequemen Design fühlen Sie sich darin immer wohl: unterwegs genauso wie zu Hause. </p>
<ul>
<li>Tiefer runder Halsausschnitt</li>
<li>Verstellbare Kapuze mit Zugkordeln</li>
<li>Längerer runder Saum </li>
<li>Lange Ärmel </li>
</ul>"
"WH04-XL-Purple","Top","luma_de","simple","Kapuzenpullover Miko -XL-Violett","<p>Ziehen Sie nach einem schweißtreibenden Workout im Fitnessstudio den Kapuzenpullover Miko über und halten Sie Ihren Körper warm. Mit seinem modischen und bequemen Design fühlen Sie sich darin immer wohl: unterwegs genauso wie zu Hause. </p>
<ul>
<li>Tiefer runder Halsausschnitt</li>
<li>Verstellbare Kapuze mit Zugkordeln</li>
<li>Längerer runder Saum </li>
<li>Lange Ärmel </li>
</ul>"
"WH04-XS-Blue","Top","luma_de","simple","Kapuzenpullover Miko -XS-Blau","<p>Ziehen Sie nach einem schweißtreibenden Workout im Fitnessstudio den Kapuzenpullover Miko über und halten Sie Ihren Körper warm. Mit seinem modischen und bequemen Design fühlen Sie sich darin immer wohl: unterwegs genauso wie zu Hause. </p>
<ul>
<li>Tiefer runder Halsausschnitt</li>
<li>Verstellbare Kapuze mit Zugkordeln</li>
<li>Längerer runder Saum </li>
<li>Lange Ärmel </li>
</ul>"
"WH04-XS-Orange","Top","luma_de","simple","Kapuzenpullover Miko -XS-Orange","<p>Ziehen Sie nach einem schweißtreibenden Workout im Fitnessstudio den Kapuzenpullover Miko über und halten Sie Ihren Körper warm. Mit seinem modischen und bequemen Design fühlen Sie sich darin immer wohl: unterwegs genauso wie zu Hause. </p>
<ul>
<li>Tiefer runder Halsausschnitt</li>
<li>Verstellbare Kapuze mit Zugkordeln</li>
<li>Längerer runder Saum </li>
<li>Lange Ärmel </li>
</ul>"
"WH04-XS-Purple","Top","luma_de","simple","Kapuzenpullover Miko -XS-Violett","<p>Ziehen Sie nach einem schweißtreibenden Workout im Fitnessstudio den Kapuzenpullover Miko über und halten Sie Ihren Körper warm. Mit seinem modischen und bequemen Design fühlen Sie sich darin immer wohl: unterwegs genauso wie zu Hause. </p>
<ul>
<li>Tiefer runder Halsausschnitt</li>
<li>Verstellbare Kapuze mit Zugkordeln</li>
<li>Längerer runder Saum </li>
<li>Lange Ärmel </li>
</ul>"
"WH05","Top","luma_de","configurable","Yoga-Kapuzenshirt Selene ","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-L-Orange","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -L-Orange","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-L-Purple","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -L-Violett","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-L-White","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -L-Weiß","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-M-Orange","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -M-Orange","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-M-Purple","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -M-Violett","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-M-White","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -M-Weiß","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-S-Orange","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -S-Orange","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-S-Purple","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -S-Violett","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-S-White","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -S-Weiß","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-XL-Orange","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -XL-Orange","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-XL-Purple","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -XL-Violett","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-XL-White","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -XL-Weiß","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-XS-Orange","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -XS-Orange","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-XS-Purple","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -XS-Violett","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH05-XS-White","Top","luma_de","simple","Yoga-Kapuzenshirt Selene -XS-Weiß","<p>Im Yoga-Kapuzenshirt Selene sind Sie immer gut unterwegs. Die eng anliegende Passform dieses Yoga-Kapuzenshirts verbindet Mode und Funktionalität und bietet optimale Bewegungsfreiheit beim Aufwärmen. </p>
<ul>
<li>Reißverschluss in voller Länge, 3/4-Ärmel </li>
<li>Reißverschlusstasche am Ärmel zum Verstauen</li>
<li>Körperlänge 62 cm</li>
<li>89 % Polyester/11 % Elastan</li>
</ul>"
"WH06","Top","luma_de","configurable","Kapuzenshirt Daphne mit Reißverschluss in voller Länge ","<p>Das Kapuzenshirt Daphne ist ein modisches und gleichzeitig robustes Kleidungsstück – auf dem Weg ins Fitnessstudio an kalten Tagen, bei Gartenarbeit oder Aktivitäten im Freien.</p>
<ul>
<li>Vierwegestretch</li>
<li>Vorgeschrumpft</li>
<li>Gerippter Saum an Kapuze und Beuteltasche vorne</li>
<li>60 % Baumwolle/40 % Polyester</li>
</ul>"
"WH06-L-Purple","Top","luma_de","simple","Kapuzenshirt Daphne mit Reißverschluss in voller Länge -L-Violett","<p>Das Kapuzenshirt Daphne ist ein modisches und gleichzeitig robustes Kleidungsstück – auf dem Weg ins Fitnessstudio an kalten Tagen, bei Gartenarbeit oder Aktivitäten im Freien.</p>
<ul>
<li>Vierwegestretch</li>
<li>Vorgeschrumpft</li>
<li>Gerippter Saum an Kapuze und Beuteltasche vorne</li>
<li>60 % Baumwolle/40 % Polyester</li>
</ul>"
"WH06-M-Purple","Top","luma_de","simple","Kapuzenshirt Daphne mit Reißverschluss in voller Länge -M-Violett","<p>Das Kapuzenshirt Daphne ist ein modisches und gleichzeitig robustes Kleidungsstück – auf dem Weg ins Fitnessstudio an kalten Tagen, bei Gartenarbeit oder Aktivitäten im Freien.</p>
<ul>
<li>Vierwegestretch</li>
<li>Vorgeschrumpft</li>
<li>Gerippter Saum an Kapuze und Beuteltasche vorne</li>
<li>60 % Baumwolle/40 % Polyester</li>
</ul>"
"WH06-S-Purple","Top","luma_de","simple","Kapuzenshirt Daphne mit Reißverschluss in voller Länge -S-Violett","<p>Das Kapuzenshirt Daphne ist ein modisches und gleichzeitig robustes Kleidungsstück – auf dem Weg ins Fitnessstudio an kalten Tagen, bei Gartenarbeit oder Aktivitäten im Freien.</p>
<ul>
<li>Vierwegestretch</li>
<li>Vorgeschrumpft</li>
<li>Gerippter Saum an Kapuze und Beuteltasche vorne</li>
<li>60 % Baumwolle/40 % Polyester</li>
</ul>"
"WH06-XL-Purple","Top","luma_de","simple","Kapuzenshirt Daphne mit Reißverschluss in voller Länge -XL-Violett","<p>Das Kapuzenshirt Daphne ist ein modisches und gleichzeitig robustes Kleidungsstück – auf dem Weg ins Fitnessstudio an kalten Tagen, bei Gartenarbeit oder Aktivitäten im Freien.</p>
<ul>
<li>Vierwegestretch</li>
<li>Vorgeschrumpft</li>
<li>Gerippter Saum an Kapuze und Beuteltasche vorne</li>
<li>60 % Baumwolle/40 % Polyester</li>
</ul>"
"WH06-XS-Purple","Top","luma_de","simple","Kapuzenshirt Daphne mit Reißverschluss in voller Länge -XS-Violett","<p>Das Kapuzenshirt Daphne ist ein modisches und gleichzeitig robustes Kleidungsstück – auf dem Weg ins Fitnessstudio an kalten Tagen, bei Gartenarbeit oder Aktivitäten im Freien.</p>
<ul>
<li>Vierwegestretch</li>
<li>Vorgeschrumpft</li>
<li>Gerippter Saum an Kapuze und Beuteltasche vorne</li>
<li>60 % Baumwolle/40 % Polyester</li>
</ul>"
"WH07","Top","luma_de","configurable","Sweatshirt Phoebe mit Reißverschluss ","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-L-Gray","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -L-Grau","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-L-Purple","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -L-Violett","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-L-White","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -L-Weiß","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-M-Gray","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -M-Grau","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-M-Purple","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -M-Violett","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-M-White","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -M-Weiß","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-S-Gray","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -S-Grau","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-S-Purple","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -S-Violett","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-S-White","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -S-Weiß","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-XL-Gray","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -XL-Grau","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-XL-Purple","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -XL-Violett","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-XL-White","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -XL-Weiß","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-XS-Gray","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -XS-Grau","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-XS-Purple","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -XS-Violett","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH07-XS-White","Top","luma_de","simple","Sweatshirt Phoebe mit Reißverschluss -XS-Weiß","<p>Unsere raffinierte Sweatshirt-Jacke mit Reißverschluss in voller Länge sorgt für wohlige Wärme. Mit ihrem robusten Äußeren und weichem Inneren ist sie zu jeder Jahreszeit der perfekte Begleiter. </p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>Einschubtaschen</li>
<li>MP3-Tasche mit Reißverschluss und Kopfhörerausgang</li>
<li>Polyester/Baumwolle</li>
</ul>"
"WH08","Top","luma_de","configurable","Sweatshirt Cassia mit Stehkragen ","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-L-Orange","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -L-Orange","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-L-Purple","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -L-Violett","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-L-White","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -L-Weiß","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-M-Orange","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -M-Orange","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-M-Purple","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -M-Violett","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-M-White","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -M-Weiß","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-S-Orange","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -S-Orange","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-S-Purple","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -S-Violett","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
"WH08-S-White","Top","luma_de","simple","Sweatshirt Cassia mit Stehkragen -S-Weiß","<p>Das legere Sweatshirt Cassia mit Stehkragen verfügt über schräge Taschen und eine Kapuze mit Zugkordel. Ein Wasserfallausschnitt vorne kombiniert mit einem aufgedruckten Label hinten am Halsausschnitt.</p>
<ul>
<li>Reißverschluss in voller Länge</li>
<li>65 % Baumwolle/28 % Nylon/7 % Elastan</li>
<li>Schräge Fronttaschen</li>
<li>Aufgedrucktes Label hinten am Halsausschnitt</li>
</ul>"
